S No,Station Name,Stn Code,Old Station Category,New Station Category,Division,Zone,District,State,Station (bn),date of official opening,operator,connecting line,coordinate location
156,BELANAGAR,BZL,,,HWH,ER,HOWRAH,WEST BENGAL,বেলানগর,1958,Howrah railway division,Howrah–Bardhaman chord,22.6612065/88.3170935
157,BELERHAT,BQY,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,বেলেরহাট,,Howrah railway division,Bandel–Katwa line,23.51930706/88.28291748
158,BELMURI,BMAE,,,HWH,ER,HOOGHLY,WEST BENGAL,বেলমুড়ি,1917,Howrah railway division,Howrah–Bardhaman chord,22.93272742/88.15233111
159,BELUR,BEQ,,,HWH,ER,HOWRAH,WEST BENGAL,বেলুড়,,Howrah railway division,Howrah–Bardhaman main line,22.6357323/88.3398223
160,BELUR MATH,BRMH,,,HWH,ER,HOWRAH,WEST BENGAL,বেলুড় মঠ,2003,Howrah railway division,Liluah–Belur Math branch line,22.631072/88.351431
161,BHADRESHWAR,BHR,,,HWH,ER,HOOGHLY,WEST BENGAL,ভদ্রেশ্বর,,Howrah railway division,Howrah–Bardhaman main line,22.8279397/88.34153486
162,BHANDARTIKURI,BFZ,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,ভান্ডারটিকুরী,,Howrah railway division,Bandel–Katwa line,23.43319157/88.32981731
163,CHANDAN NAGAR,CGR,,,HWH,ER,HOOGHLY,WEST BENGAL,চন্দননগর,,Howrah railway division,Howrah–Bardhaman main line,22.86747/88.354421
164,CHANDANPUR,CDAE,,,HWH,ER,HOOGHLY,WEST BENGAL,চন্দনপুর,1917,Howrah railway division,Howrah–Bardhaman chord,22.8813/88.176177
165,CHUCHURA,CNS,,,HWH,ER,HOOGHLY,WEST BENGAL,চুঁচুড়া,,Howrah railway division,Howrah–Bardhaman main line,22.890191/88.3695
166,DAINHAT,DHAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,দাঁইহাট,,Howrah railway division,Bandel–Katwa line,23.60191/88.170269
167,DANKUNI,DKAE,,,HWH,ER,HOOGHLY,WEST BENGAL,ডানকুনি জংশন,1917,Howrah railway division,Chord link line-Howrah–Bardhaman chord,22.6783/88.2908
168,DEBIPUR,DBP,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,দেবীপুর,,Howrah railway division,Howrah–Bardhaman main line,23.1446129567/88.1559976581
169,DHATRIGRAM,DTAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,ধাত্রীগ্রাম,,Howrah railway division,Bandel–Katwa line,23.277796/88.311822
170,DIARA,DEA,,,HWH,ER,HOOGHLY,WEST BENGAL,দিয়াড়া,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.798157/88.280471
171,DUMURDAHA,DMLE,,,HWH,ER,HOOGHLY,WEST BENGAL,ডুমুরদহ,,Howrah railway division,Bandel–Katwa line,23.040053/88.432662
172,GANGPUR,GRP,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,গাংপুর,,Howrah railway division,Howrah–Bardhaman main line,23.223525/87.928116
173,GARIFA,GFAE,,,HWH,ER,24 PARAGANAS NORTH,WEST BENGAL,গরিফা,,Howrah railway division,Naihati–Bandel branch line,22.9084986/88.4114952
174,GOBRA,GBRA,,,HWH,ER,HOOGHLY,WEST BENGAL,গোবরা,1917,Howrah railway division,Howrah–Bardhaman chord,22.695504/88.279274
175,GOKULNAGAR JOYPUR,GNJP,,,HWH,ER,BANKURA,WEST BENGAL,গোকুলনগর জয়পুর,,Howrah railway division,Sheoraphuli–Bishnupur branch line,23.0403492/87.4560964
176,GUPTIPARA,GPAE,,,HWH,ER,HOOGHLY,WEST BENGAL,গুপ্তিপাড়া,,Howrah railway division,Bandel–Katwa line,23.197355/88.4178
177,GURAP,GRAE,,,HWH,ER,HOOGHLY,WEST BENGAL,গুড়াপ,1917,Howrah railway division,Howrah–Bardhaman chord,23.02534/88.112282
178,HAJIGARH,HIH,,,HWH,ER,HOOGHLY,WEST BENGAL,হাজিগড়,1917,Howrah railway division,Howrah–Bardhaman chord,23.007032/88.121403
179,HARIPAL,HPL,,,HWH,ER,HOOGHLY,WEST BENGAL,হরিপাল,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.8311582/88.11853982
180,HIND MOTOR,HMZ,,,HWH,ER,HOOGHLY,WEST BENGAL,হিন্দ মোটর,,Howrah railway division,Howrah–Bardhaman main line,22.6836507/88.3417989
181,HOOGHLY,HGY,,,HWH,ER,HOOGHLY,WEST BENGAL,হুগলী,1854,Howrah railway division,Howrah–Bardhaman main line,22.9048/88.3759
182,HOOGHLY GHAT,HYG,,,HWH,ER,HOOGHLY,WEST BENGAL,হুগলী ঘাট,,Howrah railway division,Naihati–Bandel branch line,22.9049/88.3965
183,JANAI ROAD,JOX,,,HWH,ER,HOOGHLY,WEST BENGAL,জনাই রোড,,Howrah railway division,Howrah–Bardhaman chord,22.7206/88.2658
184,JAUGRAM,JRAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,জৌগ্রাম,1917,Howrah railway division,Howrah–Bardhaman chord,23.078737/88.080887
185,JHAPANDANGA,JPQ,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,ঝাপানডাঙ্গা,1917,Howrah railway division,Howrah–Bardhaman chord,23.064129/88.091187
186,JIRAT,JIT,,,HWH,ER,HOOGHLY,WEST BENGAL,জিরাট,,Howrah railway division,Bandel–Katwa line,23.098255/88.461461
187,KAIKALA,KKAE,,,HWH,ER,HOOGHLY,WEST BENGAL,কৈকালা,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.83998676/88.09337895
188,KALINAGAR,KLNT,,,HWH,ER,NADIA,WEST BENGAL,কালীনগর,,Howrah railway division,Bandel–Katwa line,23.365861/88.335819
189,KAMARKUNDU,KQU,,,HWH,ER,HOOGHLY,WEST BENGAL,কামারকুণ্ডু,1885,Howrah railway division,Howrah–Bardhaman chord-Sheoraphuli–Bishnupur branch line,22.8209/88.204311111111
190,KARJANA,KJRA,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,করজনা,1915,Howrah railway division,Bardhaman–Katwa line,23.3445683/87.8922692
191,KATWA JN.,KWAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,কাটোয়া জংশন,1913,Howrah railway division,Bandel–Katwa line-Bardhaman–Katwa line-Ahmadpur–Katwa line,23.639805/88.123575
192,KHAMARGACHHI,KMAE,,,HWH,ER,HOOGHLY,WEST BENGAL,খামারগাছি,,Howrah railway division,Bandel–Katwa line,23.054229/88.44421
193,KHANYAN,KHN,,,HWH,ER,HOOGHLY,WEST BENGAL,খন্যান,,Howrah railway division,Howrah–Bardhaman main line,23.046222/88.314472
194,KUNTIGHAT,KJU,,,HWH,ER,HOOGHLY,WEST BENGAL,কুন্তীঘাট,,Howrah railway division,Bandel–Katwa line,23.016799/88.413149
195,LAKSHMIPUR,LKX,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,লক্ষীপুর,,Howrah railway division,Bandel–Katwa line,23.502512/88.302374
196,LILUAH,LLH,,,HWH,ER,HOWRAH,WEST BENGAL,লিলুয়া,,Howrah railway division,Liluah–Belur Math branch line-Howrah–Bardhaman main line,22.6207446/88.3392327
197,LOKNATH,LOK,,,HWH,ER,HOOGHLY,WEST BENGAL,লোকনাথ,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.871718/88.033921
198,MADHU SUDANPUR,MDSE,,,HWH,ER,HOOGHLY,WEST BENGAL,মধুসূদনপুর,1917,Howrah railway division,Howrah–Bardhaman chord,22.845108/88.193499
199,MAGRA,MUG,,,HWH,ER,HOOGHLY,WEST BENGAL,মগরা,,Howrah railway division,Howrah–Bardhaman main line,22.983125/88.36829
200,MANKUNDU,MUU,,,HWH,ER,HOOGHLY,WEST BENGAL,মানকুণ্ডু,,Howrah railway division,Howrah–Bardhaman main line,22.846462/88.346368
201,MASAGRAM,MSAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,মসাগ্রাম,1917,Howrah railway division,Howrah–Bardhaman chord-Bankura–Masagram line,23.1351191/88.0426571
202,MAYAPUR,MAYP,,,HWH,ER,HOOGHLY,WEST BENGAL,মায়াপুর,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.8686618/87.8672187
203,MEMARI,MYM,,,HWH,ER,HOOGHLY,WEST BENGAL,মেমারী,,Howrah railway division,Howrah–Bardhaman main line,23.172935/88.095637
204,MIRZAPUR-BANKIPUR,MBE,,,HWH,ER,HOOGHLY,WEST BENGAL,মির্জ্জাপুর বাঁকিপুর,,Howrah railway division,Howrah–Bardhaman chord,22.790719/88.222274
205,NABADWIP DHAM,NDAE,,,HWH,ER,NADIA,WEST BENGAL,নবদ্বীপ ধাম,1913,Howrah railway division,Bandel–Katwa line,23.396593/88.356472
206,NABAGRAM,NBAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,নবগ্রাম,1917,Howrah railway division,Howrah–Bardhaman chord,23.09918/88.066909
207,NALIKUL,NKL,,,HWH,ER,HOOGHLY,WEST BENGAL,নালিকুল,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.829713/88.166226
208,NASIBPUR,NSF,,,HWH,ER,HOOGHLY,WEST BENGAL,নসিবপুর,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.804835/88.262036
209,NEGUN HALT,NGX,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,নিগান,1915,Howrah railway division,Bardhaman–Katwa line,23.5051556/87.992506
210,PALLA ROAD,PRAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,পাল্লা রোড,1917,Howrah railway division,Howrah–Bardhaman chord,23.179393/88.009121
211,PALSIT,PLAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,পালসিট,,Howrah railway division,Howrah–Bardhaman main line,23.1970307098/88.0032215405
212,PANDOOAH,PDA,,,HWH,ER,HOOGHLY,WEST BENGAL,পাণ্ডুয়া,,Howrah railway division,Howrah–Bardhaman main line,23.070862/88.270115
213,PATULI,PTAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,পাটুলী,,Howrah railway division,Bandel–Katwa line,23.5473858/88.2521117
214,PORABAZAR,PBZ,,,HWH,ER,HOOGHLY,WEST BENGAL,পোড়াবাজার,1917,Howrah railway division,Howrah–Bardhaman chord,22.916427/88.15914
215,PURBASTHALI,PSAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,পূর্বস্থলী,,Howrah railway division,Bandel–Katwa line,23.453302/88.323896
216,RASULPUR,RSLR,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,রসুলপুর,,Howrah railway division,Howrah–Bardhaman main line,23.187229/88.039994
217,SAKTIGARH,SKG,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,শক্তিগড়,1855,Howrah railway division,Howrah–Bardhaman main line-Howrah–Bardhaman chord,23.2071/87.9693
218,SAMUDRAGARH,SMAE,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,সমুদ্রগড়,,Howrah railway division,Bandel–Katwa line,23.335767/88.324967
219,SHRIPAT SHRIKHANDA,SPS,,,HWH,ER,PURBA BARDHAMAN,WEST BENGAL,শ্রীপাট শ্রীখণ্ড,1915,Howrah railway division,Bardhaman–Katwa line,23.6067122/88.0726692
220,SIBAICHANDI,SHBC,,,HWH,ER,HOOGHLY,WEST BENGAL,শিবাইচণ্ডী,1917,Howrah railway division,Howrah–Bardhaman chord,22.974465/88.13369
221,SIMLAGARH,SLG,,,HWH,ER,HOOGHLY,WEST BENGAL,সিমলাগড়,,Howrah railway division,Howrah–Bardhaman main line,23.095679/88.231213
222,SINGUR,SIU,,,HWH,ER,HOOGHLY,WEST BENGAL,সিঙ্গুর,,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.814558/88.228712
223,SOMRA BAZAR,SOAE,,,HWH,ER,HOOGHLY,WEST BENGAL,সোমড়া বাজার,,Howrah railway division,Bandel–Katwa line,23.13916/88.433032
224,TALANDU,TLO,,,HWH,ER,HOOGHLY,WEST BENGAL,তালাণ্ডু,,Howrah railway division,Howrah–Bardhaman main line,23.009788/88.345088
225,TARAKESWAR,TAK,,,HWH,ER,HOOGHLY,WEST BENGAL,তারকেশ্বর,1885,Howrah railway division,Sheoraphuli–Bishnupur branch line,22.8821/88.0145
226,TRIBENI,TBAE,,,HWH,ER,HOOGHLY,WEST BENGAL,ত্রিবেণী,1913,Howrah railway division,Bandel–Katwa line,22.990358/88.398096
227,UTTARPARA,UPA,,,HWH,ER,HOOGHLY,WEST BENGAL,উত্তরপাড়া,,Howrah railway division,Howrah–Bardhaman main line,22.6670459/88.3411458
228,BASUDEBPUR H,BDBP,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,বাসুদেবপুর হল্ট,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.6355270351/87.982535498
229,AHIRAN H,AHN,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,আহিরন,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.517687/88.041125
230,MAHIPAL HALT,MPLE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,মহীপাল,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.30631/88.162107
231,NOAPARA MAHISHASUR,NWMS,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,নোয়াপাড়া মহিষাসুর,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.323279/88.137274
232,SANKOPARA H,SXP,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,সাঁকোপাড়া,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.7176851264/87.9344515665
233,HAUSNAGAR,HSM,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,হাউসনগর,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.646721/87.94988
234,MALDA TOWN,MLDT,,,MLDT,ER,MALDAH,WEST BENGAL,মালদা টাউন,1971,Malda railway division,New Farakka–New Jalpaiguri line,25.0162/88.1302
235,NEW FARAKKA,NFK,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,নিউ ফরাক্কা জংশন,1971,Malda railway division,New Farakka–New Jalpaiguri line-Barharwa–Azimganj–Katwa loop,24.794558/87.915236
236,DHULIAN GANGA,DGLE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,ধুলিয়ান গঙ্গা,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.672086/87.937644
237,JANGIPUR ROAD,JRLE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,জঙ্গীপুর রোড,1913,Malda railway division,Barharwa–Azimganj–Katwa loop,24.459515/88.04076
238,KHALTIPUR,KTJ,,,MLDT,ER,MALDAH,WEST BENGAL,খালতিপুর,,Malda railway division,New Farakka–New Jalpaiguri line,24.875742/88.021646
239,NIMTITA,NILE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,নিমতিতা,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.625338/88.00764
240,BALLALPUR,BPBS,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,,,,,
241,CHAMAGRAM,CMX,,,MLDT,ER,MALDAH,WEST BENGAL,চামাগ্রাম,,Malda railway division,New Farakka–New Jalpaiguri line,24.821334/87.963345
242,GANKAR,GALE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,গনকর,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.4048041196/88.0728943982
243,GOUR MALDA,GZM,,,MLDT,ER,MALDAH,WEST BENGAL,গৌড় মালদা,,Malda railway division,New Farakka–New Jalpaiguri line,24.94794444/88.11078197
244,JAMIRGHATA,JMQ,,,MLDT,ER,MALDAH,WEST BENGAL,জামিরঘাটা,,Malda railway division,New Farakka–New Jalpaiguri line,24.916623/88.06776
245,MAHIPAL ROAD,MPLR,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,মহীপাল রোড,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.2875453877/88.1911711557
246,MANIGRAM,MGLE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,মনিগ্রাম,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.3428549076/88.107881626
247,PORADANGA,PRDG,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,পোড়াডাঙা হল্ট,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.2602726462/88.2261646533
248,SUJNIPARA,SPLE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,সুজনীপাড়া,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.571584/88.036797
249,TILDANGA,TDLE,,,MLDT,ER,MURSHIDABAD,WEST BENGAL,তিলডাঙ্গা,,Malda railway division,Barharwa–Azimganj–Katwa loop,24.786749/87.873801
250,AKAIPUR H,AKIP,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,আকাইপুর,1884,Sealdah railway division,Ranaghat–Bangaon branch line,23.0951737/88.7173097
251,AMGHATA H,AHT,,,SDAH,ER,NADIA,WEST BENGAL,আমঘাটা,,Sealdah railway division,,23.4128741/88.4199777
252,BAHIRA KALIBARI,BHKA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বহিরা কালীবাড়ী,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6859776/88.5649034
253,BAHIRGACHHI H,BHGH,,,SDAH,ER,NADIA,WEST BENGAL,বহিরগাছি,,Sealdah railway division,Ranaghat–Gede branch line,23.274779/88.634016
254,BAHIRPUYA HALT,BHPA,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,বাহিরপুয়া হল্ট,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.22962/88.349067
255,BALLY HALT,BLYH,,,SDAH,ER,HOWRAH,WEST BENGAL,বালি হল্ট,,Sealdah railway division,Chord link line,22.6522299/88.3392513
256,BANKIMNAGAR HALT,BNKA,,,SDAH,ER,NADIA,WEST BENGAL,বঙ্কিমনগর,1862,Sealdah railway division,Ranaghat–Gede branch line,23.20905877/88.59190873
257,BATHNA KIRTTIBAS HAL,BTKB,,,SDAH,ER,NADIA,WEST BENGAL,বাথনা কৃত্তিবাস,,Sealdah railway division,Kalinarayanpur–Shantipur–Krishnanagar branch line,23.2463666/88.463018
258,BELIAGHATA ROAD,BGRD,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বেলিয়াঘাটা রোড,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.674796/88.6076805
259,BETBERIA GHOLA HALT,BTPG,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,বেতবেড়িয়া ঘোলা,,Sealdah railway division,Sonarpur–Canning branch line,22.3508281/88.5746749
260,BHAYNA H,BHNA,,,SDAH,ER,NADIA,WEST BENGAL,ভায়না,,Sealdah railway division,Ranaghat–Gede branch line,23.312261/88.641659
261,BHYABLA,BBLA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,ভ্যাবলা হল্ট,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6553543/88.8535985
262,BIBHUTI BHUSHAN H,BNAA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বিভূতিভূষণ হল্ট,1906,Sealdah railway division,Sealdah–Bangaon line,23.0002392/88.8038984
264,DIGNAGAR,DTG,,,SDAH,ER,NADIA,WEST BENGAL,দিগনগর,,Sealdah railway division,Kalinarayanpur–Shantipur–Krishnanagar branch line,23.3188759/88.4559074
265,GAURDAHA HALT,GQD,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,গৌড়দহ,,Sealdah railway division,Sonarpur–Canning branch line,22.3783115/88.5346299
266,GHORARAS GHONA HALT,GGV,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,ঘোড়ারাস ঘোনা,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6517759/88.7823931
267,HARISHNAGAR HALT,HRSR,,,SDAH,ER,NADIA,WEST BENGAL,হরিশনগর,,Sealdah railway division,Ranaghat–Gede branch line,23.469777/88.777989
268,HOGLA H,HGA,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,হোগলা,,Sealdah railway division,Sealdah–Namkhana line,22.255044/88.452384
269,JALAKHALI HALT,JKL,,,SDAH,ER,NADIA,WEST BENGAL,জালাল খালি হল্ট,1905,Sealdah railway division,Ranaghat–Lalgola line,23.347508/88.513628
270,KAJIPARA,KZPR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,কাজীপাড়া,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.7226812/88.5083614
271,KANKRA MIRZANAGAR,KMZA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,কাঁকড়া মির্জানগর,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6583709/88.7218297
272,KARANJALI HALT,KNJI,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,করঞ্জলী,,Sealdah railway division,Sealdah–Namkhana line,22.0353/88.245999
273,KAREA-KADAMBAGACHI,KBGH,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,কড়েয়া কদম্বগাছি,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.7046685/88.5350118
274,KHIDIRPUR,KIRP,,,SDAH,ER,KOLKATA,WEST BENGAL,খিদিরপুর,1995,Sealdah railway division,Kolkata Circular Railway,22.5364091/88.3158077
275,KRISHNAMOHAN HALT,KRXM,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,কৃষ্ণমোহন,,Sealdah railway division,Sealdah–Namkhana line,22.330258/88.449759
276,KULPI F,KLW,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,কুলপি,,Sealdah railway division,Sealdah–Namkhana line,22.076525/88.256019
277,LABUTALA HALT,LBTL,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,লেবুতলা,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6666962/88.63994
278,MADHABNAGAR HALT,MDGB,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,মাধবনগর,,Sealdah railway division,Sealdah–Namkhana line,21.9388861/88.2193741
279,MADHABPUR H,MDBP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,মাধবপুর,,Sealdah railway division,Sealdah–Namkhana line,22.119207/88.347323
280,MADHYAMPUR,MPN,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,মধ্যমপুর,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6203343/88.8965446
281,MATLA,MATL,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,মাতলা হল্ট,,Sealdah railway division,Sonarpur–Canning branch line,22.3330918/88.6302602
282,MATNIA ANANTAPU,MNAP,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,,,,,
283,MAYURHAT HALT,MYHT,,,SDAH,ER,NADIA,WEST BENGAL,ময়ুরহাট,,Sealdah railway division,Ranaghat–Gede branch line,23.363017/88.661013
284,NABA RAYNAGAR H,NBRN,,,SDAH,ER,NADIA,WEST BENGAL,নব রায়নগর,1884,Sealdah railway division,Ranaghat–Bangaon branch line,23.1487357/88.6035937
285,NARENDRAPUR HALT,NRPR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,নরেন্দ্রপুর,,Sealdah railway division,Sealdah–Namkhana line,22.45416/88.41838
286,NEW BALARAMPUR H,NBPH,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,নিউ বলরামপুর হল্ট,,Sealdah railway division,Ranaghat–Lalgola line,24.0491/88.2471
287,NIMDANRI,NMDR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,নিমদাঁড়ি,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6099581/88.9042039
288,NISCHINDAPUR,NCP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,নিশ্চিন্তপুর,,Sealdah railway division,Sealdah–Namkhana line,21.973426/88.214325
289,NISCHINDAPUR MARKET,NCPM,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,নিশ্চিন্তপুর মার্কেট,,Sealdah railway division,Sealdah–Namkhana line,21.987443/88.217105
290,PANCHBERIA H,PNCB,,,SDAH,ER,NADIA,WEST BENGAL,পাঁচবেড়িয়া,,Sealdah railway division,Ranaghat–Gede branch line,23.221017/88.599435
291,PIRTALA,PRTL,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,পীরতলা,,Sealdah railway division,Ranaghat–Lalgola line,24.359325/88.280583
292,RE- MOUNT ROAD,RMTR,,,SDAH,ER,KOLKATA,WEST BENGAL,রিমাউন্ট রোড,1995,Sealdah railway division,Kolkata Circular Railway,22.5258879/88.3167062
293,SANHATI H,SNHT,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,সংহতি হল্ট,1906,Sealdah railway division,Sealdah–Bangaon line,22.8458756/88.704595
294,SATBERIA H,STBB,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,সাতবেড়িয়া,1884,Sealdah railway division,Ranaghat–Bangaon branch line,23.0477587/88.791402
295,SHANTINAGAR HAL,SNTR,,,SDAH,ER,NADIA,WEST BENGAL,,,,,
296,SIR GURUDASS BANERJE,SGBA,,,SDAH,ER,KOLKATA,WEST BENGAL,স্যার গুরুদাস ব্যানার্জী হল্ট,1995,Sealdah railway division,Kolkata Circular Railway,22.5741753/88.3850451
297,SIRAJNAGAR H,SRJN,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,সিরাজনগর হল্ট,,Sealdah railway division,Ranaghat–Lalgola line,23.818591/88.27076
298,SOVABAZAR-AHIRITOLA,SOLA,,,SDAH,ER,KOLKATA,WEST BENGAL,শোভাবাজার আহিরীটোলা,1984,Sealdah railway division,Kolkata Circular Railway,22.5975289/88.3549336
299,SUBARNAMRIGI H,SBNM,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,সুবর্ণমৃগী,,Sealdah railway division,Ranaghat–Lalgola line,24.27321/88.292124
300,TARAK NAGAR H,TNX,,,SDAH,ER,NADIA,WEST BENGAL,তারকনগর,,Sealdah railway division,Ranaghat–Gede branch line,23.38018/88.680184
301,UDAYRAMPUR H,URP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,উদয়রামপুর,,Sealdah railway division,Sealdah–Namkhana line,22.100085/88.273732
302,UKILERHAT HALT,UKLR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,উকিলেরহাট,,Sealdah railway division,Sealdah–Namkhana line,21.824712/88.230351
303,UTTAR RADHA NAGAR HA,UTN,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,উত্তর রাধানগর,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.269458/88.383365
304,MAHESHGANJ H,MSGJ,,,SDAH,ER,NADIA,WEST BENGAL,মহেশগঞ্জ,,Sealdah railway division,,23.416133/88.400006
305,CHITPUR,CP,,,SDAH,ER,KOLKATA,WEST BENGAL,,,,,
306,COSSIPORE ROAD,CED,,,SDAH,ER,KOLKATA,WEST BENGAL,,,,,
307,KANKURGACHHI ROAD JN,KGK,,,SDAH,ER,KOLKATA,WEST BENGAL,,,,,
308,KIDDERPORE DOCKS,C,,,SDAH,ER,KOLKATA,WEST BENGAL,,,,,
309,NASHIPUR ROAD H,NSO,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,,,,,
310,SEALDAH,SDAH,,,SDAH,ER,KOLKATA,WEST BENGAL,শিয়ালদহ রেলওয়ে স্টেশন,1862,Sealdah railway division,Sealdah–Ranaghat line,22.5680/88.3711
311,KOLKATA,KOAA,,,SDAH,ER,KOLKATA,WEST BENGAL,কলকাতা,,Sealdah railway division,Kolkata Circular Railway,22.6012775/88.3841474
